"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","gadm.level0.gid","gadm.level0.name","gadm.level1.gid","gadm.level1.name","gadm.level2.gid","gadm.level2.name","gadm.level3.gid","gadm.level3.name","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","recordNumber","identifier","municipality","locality","datasetName","gbifID","collectionCode","language","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","name","gadm","elevation","elevationAccuracy","otherCatalogNumbers","coordinateUncertaintyInMeters","references","http...unknown.org.nick","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","fieldNotes","habitat","samplingEffort","county","samplingProtocol","institutionID","preparations","verbatimElevation","nomenclaturalCode","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","individualCount","georeferencedDate","georeferencedBy","georeferenceVerificationStatus","georeferenceRemarks","higherGeography","fieldNumber","previousIdentifications","higherClassification","georeferenceSources","nomenclaturalStatus","bibliographicCitation","dynamicProperties","identificationQualifier","vernacularName","accessRights","identificationRemarks","informationWithheld","organismID","locationID","datasetID","verbatimCoordinateSystem","http...unknown.org.recordId","reproductiveCondition","typeStatus","typifiedName","projectId","organismQuantity","organismQuantityType","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","recordedByIDs.type","recordedByIDs.value","http...unknown.org.rights","http...unknown.org.language","http...unknown.org.rightsHolder","eventRemarks","taxonRemarks",".val",".equ",".zer",".cap",".cen",".otl",".gbf",".inst",".summary"
"598",1259004595,"Ziziphus joazeiro Mart.",-7.28333,-40.08333,"gass84,osiic","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","US","DWC_ARCHIVE","2020-11-10T00:09:59.244+0000","2020-11-10T01:15:01.633+0000",142,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Ceará",1985,2,15,"1985-02-15T00:00:00","2008-05-27T22:02:00.000+0000","2020-11-10T01:15:01.633+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.16_1","Araripe","BRA.6.16.2_1","Araripe","WGS84","Magnoliopsida","BR","none","none","Brazil","Missouri Botanical Garden","Gentry 50132","urn:catalog:MO:Tropicos:175832",NA,"21 km SW of Potenji, on CE-090, trees at edge of lake in disturbed catinga.","Tropicos",1259004595,"MO",NA,"urn:catalog:MO:Tropicos:175832","PhysicalObject","Alwyn H. Gentry|Elsa M. Zardini|A. Fernandes","175832","MO","MOBOT",NA,NA,"Ziziphus joazeiro Mart.",NA,620,NA,NA,NA,NA,NA,NA,NA,27500135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICNafp",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",5,NA,NA,NA,NA,NA,"85-121",NA,NA,NA,"No opinion","http://www.tropicos.org/Specimen/175832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"599",1928280832,"Ziziphus joazeiro Mart.",-7.28,-40.08,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2020-10-30T18:43:14.243+0000","2020-10-30T19:08:02.322+0000",198,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2008-01-01T00:00:00","SOUTH_AMERICA","Ceará",1985,2,15,"1985-02-15T00:00:00",NA,"2020-10-30T19:08:02.322+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.16_1","Araripe","BRA.6.16.2_1","Araripe","WGS84","Magnoliopsida","BR","none","none","Brazil","The New York Botanical Garden","50132","242ab72e-e228-4e9f-8da3-5fdbb80bd214",NA,"21 km SW of Potenji, on CE-090","Vascular plants",1928280832,"NY","en","242ab72e-e228-4e9f-8da3-5fdbb80bd214","PhysicalObject","A. H. Gentry","00979485","NY",NA,NA,"M. Islam","Ziziphus joazeiro Mart.",NA,620,0,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083234",NA,"15 Feb 1985",NA,NA,NA,NA,NA,NA,NA,"Trees at edge of lake in disturbed caatinga",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","sheet","2034 ft","ICN",NA,46,46,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"600",1930998828,"Ziziphus joazeiro Mart.",-6.92,-38.83,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2020-10-30T18:43:14.243+0000","2020-10-30T19:07:38.245+0000",198,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1985-01-01T00:00:00","SOUTH_AMERICA","Ceará",1985,2,13,"1985-02-13T00:00:00",NA,"2020-10-30T19:07:38.245+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.20_1","Aurora","BRA.6.20.3_1","Tipi","WGS84","Magnoliopsida","BR","none","none","Brazil","The New York Botanical Garden","50083","e491b68c-1200-450f-a296-b9531eacb395",NA,"S of Itó, BR-116, S from Fortaleza, 11 km N of Felizardo, (49 km N of Bam)","Vascular plants",1930998828,"NY","en","e491b68c-1200-450f-a296-b9531eacb395","PhysicalObject","A. H. Gentry","00982262","NY",NA,NA,"A. G. Fernandes","Ziziphus joazeiro Mart.",NA,260,0,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102961",NA,"13 Feb 1985",NA,NA,NA,NA,NA,NA,NA,"Caatinga",NA,"Ipaumirim",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","sheet","853 ft","ICN",NA,44,44,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"601",2513242049,"Ziziphus joazeiro Mart.",-8.4,-36.766667,"txmatfuz","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","NL","DWC_ARCHIVE","2020-11-13T15:14:02.054+0000","2020-11-13T15:39:57.103+0000",172,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Pernambuco",1985,2,8,"1985-02-08T00:00:00",NA,"2020-11-13T15:39:57.103+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.121_1","Pesqueira","BRA.17.121.5_1","Pesqueira","WGS84","Magnoliopsida","BR","none","none","Brazil","Naturalis Biodiversity Center","Machado, ICS  s.n. ","L  0550415@BRAHMS",NA,"In sitio riacho next Alagoinha town, 233 km W of Recife City, Pernambuco State, NE of Brasil",NA,2513242049,"Botany",NA,"https://data.biodiversitydata.nl/naturalis/specimen/L%20%200550415",NA,"Machado ICS","L  0550415",NA,NA,NA,NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eutrophic and podsolic red-yellowish Catinga hypo-xerophyla. Relief strongly wavy. Temperature change between 19 C tp above 33 C in dry period.",NA,NA,NA,"Naturalis Biodiversity Center",NA,NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae|Magnoliopsidae|Rosales|Rhamnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"602",2575913491,"Ziziphus joazeiro Mart.",-7.991944,-38.298056,"gass84","da8a0dd0-85c7-4d7a-8a5a-e66b1deaebaa","06542f02-868b-4651-aed4-1ae6b2eb4eb7","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:16:41.742+0000","2020-11-09T12:17:00.042+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Pernambuco",1985,11,NA,"1985-11-01T00:00:00","2020-03-02T12:11:20.000+0000","2020-11-09T12:17:00.042+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.155_1","Serra Talhada","BRA.17.155.7_1","Serra Talhada","WGS84","Magnoliopsida","BR","none","none","Brazil","PEUFR - Herbário Professor Vasconcelos Sobrinho","672","BRA:UFRPE:PEUFR:8597","Serra Talhada","Estação Experimental de Serra Talhada; próximo aos experimentos de pastagem","PEUFR - Herbário Professor Vasconcelos Sobrinho",2575913491,"PEUFR","pt","BRA:UFRPE:PEUFR:8597","Collection","M. Ataíde; R. Pereira","8597","UFRPE","Universidade Federal Rural de Pernambuco","Árvore de mais ou menos 5m; flores amarelas; coordenadas geográficas do município.","M. Ataíde","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"603",1086728496,"Ziziphus joazeiro Mart.",-9.118611,-40.475833,"gass84","afae313d-2283-49fc-97fd-6825da4cb49b","903d4412-04a3-47c7-8584-7911a3d7e2d1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:11:00.042+0000","2020-11-09T12:11:10.020+0000",247,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Pernambuco",1984,2,6,"1984-02-06T00:00:00","2019-08-02T13:21:46.000+0000","2020-11-09T12:11:10.020+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.123_1","Petrolina","BRA.17.123.2_1","Petrolina","WGS84","Magnoliopsida","BR","none","none","Brazil","HTSA - Herbário do Trópico Semiárido","3756","BRA:CPATSA:HTSA:633","Petrolina","Setor de Sementes Básicas.","HTSA - Herbário do Trópico Semiárido",1086728496,"HTSA","pt","BRA:CPATSA:HTSA:633","Collection","Fotius, G.","633","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Arv., Fr 2., Alt.: 7 a 8m. Folha verde escura na face superior e verde clara na face inferior. Fruto amarelado quando maduro, com lenticelas cremes.; Borda alta na margem do rio São Francisco.","Fotius, G.","Ziziphus joazeiro Mart.",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"604",1090435206,"Ziziphus joazeiro Mart.",-10.833333,-38.55,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:24:57.448+0000","2020-11-09T12:27:34.987+0000",230,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",1984,2,29,"1984-02-29T00:00:00","2020-07-23T15:19:48.000+0000","2020-11-09T12:27:34.987+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.327_1","Ribeira do Pombal","BRA.5.327.1_1","Ribeira do Pombal","WGS84","Magnoliopsida","BR","none","none","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","2943","BRA:CEPLAC:CEPEC:35323","RIBEIRA DO POMBAL","1-2Km antes da cidade. BR-410.","CEPEC - Herbário do Centro de Pesquisas do Cacau",1090435206,"CEPEC","pt","BRA:CEPLAC:CEPEC:35323","Collection","L. R. Noblick","35323","Comissão Executiva do Plano da Lavoura Cacaueira","Comissão Executiva do Plano da Lavoura Cacaueira",NA,"R. Lima","Ziziphus joazeiro Mart.",NA,NA,NA,"30/12/1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"605",1570747492,"Ziziphus joazeiro Mart.",-12.25,-38.966667,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:21:56.160+0000","2020-11-09T12:25:53.632+0000",234,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1985-01-01T00:00:00",NA,"Bahia",1984,3,24,"1984-03-24T00:00:00","2019-11-13T14:29:41.000+0000","2020-11-09T12:25:53.632+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.132_1","Feira de Santana","BRA.5.132.10_1","Santo Antônio","WGS84","Magnoliopsida","BR","none","none","Brazil","SPF - Herbário da Universidade de São Paulo","3109","BRA:USP:SPF:154013","Feira de Santana","Serra de São José","SPF - Herbário da Universidade de São Paulo",1570747492,"SPF","pt","BRA:USP:SPF:154013","Collection","Noblick, LR","154013","USP","Universidade de São Paulo",NA,"Lima, RB","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"606",1077545245,"Ziziphus joazeiro Mart.",-7.8,-37.966667,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:09:16.796+0000","2020-11-09T12:11:22.943+0000",238,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1984-07-01T00:00:00","SOUTH_AMERICA","Pernambuco",1984,6,12,"1984-06-12T00:00:00","2019-02-15T13:49:13.000+0000","2020-11-09T12:11:22.943+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.62_1","Flores","BRA.17.62.2_1","Flores","WGS84","Magnoliopsida","BR","none","none","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","198A","BRA:IPA:IPA:42799","Flores","Estrada entre Princesa Isabe-Flores. Alt.: 720 m. Veg. Estepe arbórea aberta sem palmeira/Culturas cíclicas. Relevo: Forte ondulado.","IPA - Herbário - IPA Dárdano de Andrade Lima",1077545245,"IPA","pt","BRA:IPA:IPA:42799","Collection","Collares, R.; Silva, J.A. da; Silva, J.A. da","42799","IPA","Empresa Pernambucana de Pesquisa Agropecuária","Nome vulgar: ""Juazeiro"". Hábito: fanerófita c Fruto: verde e amarelado.","Pinto, G.C.P.","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"607",1424085304,"Ziziphus joazeiro Mart.",-7.8,-37.966667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2020-11-10T22:12:47.678+0000","2020-11-10T22:21:28.170+0000",321,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","1984-07-13T00:00:00",NA,"Pernambuco",1984,6,12,"1984-06-12T00:00:00",NA,"2020-11-10T22:21:28.170+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.62_1","Flores","BRA.17.62.2_1","Flores","WGS84","Magnoliopsida","BR","none","none","Brazil","Rio de Janeiro Botanical Garden","198","urn:catalog:JBRJ:RB:324706","Flores","Est. entre Princesa Isabel-Flores.","RB - Rio de Janeiro Botanical Garden Herbarium Collection",1424085304,"RB",NA,"urn:catalog:JBRJ:RB:324706","Physical Object","José E.R.Collares; Josuel A.da Silva","RB00324706","JBRJ",NA,"Fanerófita com ca. 12 m de altura, diâmetro da copa 0,10 m, diâmetro à altura do peito 0,60m; fruto verde e amarelado.","G.P.P.Pinto/H.P.Bautista","Ziziphus joazeiro Mart.",NA,720,NA,"RB 233643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veg.: Estepe Arbórea Aberta sem palmeira/Culturas. Rel: Forte Ondulado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"609",2464807573,"Ziziphus joazeiro Mart.",-11.068889,-37.724722,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:51.501+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Sergipe",1983,2,2,"1983-02-02T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:51.501+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.57_1","Riachao do dantas","BRA.26.57.2_1","Riachao do dantas","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","181","BRA:UFS:ASE:3010","Riachão do Dantas","Faz. Salobre","ASE - Herbário da Universidade Federal de Sergipe",2464807573,"ASE","pt","BRA:UFS:ASE:3010","Collection","Gomes, E","3010","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Árvore. 5. metro. folhas simples e alternas; frutos imaturos. Freqüente; Árvore. 5. metro. folhas simples e alternas; frutos imaturos. Freqüente; Caatinga hipoxerófila",NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"610",1077586883,"Ziziphus joazeiro Mart.",-9.733328,-36.95,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:11:01.885+0000","2020-11-09T12:11:56.224+0000",238,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Alagoas",1983,3,22,"1983-03-22T00:00:00","2020-11-05T12:05:03.000+0000","2020-11-09T12:11:56.224+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.2_1","Alagoas","BRA.2.99_1","Traipu","BRA.2.99.1_1","Traipu","WGS84","Magnoliopsida","BR","none","none","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","1708","BRA:IMA:MAC:4628","Traipu","Serra das Mãos.","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas",1077586883,"MAC","pt","BRA:IMA:MAC:4628","Collection","G.L.Esteves; M.N.Rodrigues","4628","IMA","Instituto do Meio Ambiente do Estado de Alagoas","Árvore planta com ca. de 3m de alt. Frutos imaturos verdes.; Caatinga","G.L.Esteves","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
