"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","gadm.level0.gid","gadm.level0.name","gadm.level1.gid","gadm.level1.name","gadm.level2.gid","gadm.level2.name","gadm.level3.gid","gadm.level3.name","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","recordNumber","identifier","municipality","locality","datasetName","gbifID","collectionCode","language","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","name","gadm","elevation","elevationAccuracy","otherCatalogNumbers","coordinateUncertaintyInMeters","references","http...unknown.org.nick","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","fieldNotes","habitat","samplingEffort","county","samplingProtocol","institutionID","preparations","verbatimElevation","nomenclaturalCode","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","individualCount","georeferencedDate","georeferencedBy","georeferenceVerificationStatus","georeferenceRemarks","higherGeography","fieldNumber","previousIdentifications","higherClassification","georeferenceSources","nomenclaturalStatus","bibliographicCitation","dynamicProperties","identificationQualifier","vernacularName","accessRights","identificationRemarks","informationWithheld","organismID","locationID","datasetID","verbatimCoordinateSystem","http...unknown.org.recordId","reproductiveCondition","typeStatus","typifiedName","projectId","organismQuantity","organismQuantityType","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","recordedByIDs.type","recordedByIDs.value","http...unknown.org.rights","http...unknown.org.language","http...unknown.org.rightsHolder","eventRemarks","taxonRemarks",".val",".equ",".zer",".cap",".cen",".otl",".gbf",".inst",".summary"
"12",2549197114,"Ziziphus joazeiro Mart.",-8.405556,-37.2025,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2020-11-10T22:12:47.678+0000","2020-11-10T22:21:38.505+0000",321,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2019-05-28T00:00:00",NA,"Pernambuco",2019,5,28,"2019-05-28T00:00:00",NA,"2020-11-10T22:21:38.505+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.157_1","Sertânia","BRA.17.157.3_1","Henrique Dias","WGS84","Magnoliopsida","BR","none","none","Brazil","Rio de Janeiro Botanical Garden","260","urn:catalog:JBRJ:RB:1425127","Sertânia","Serra das Umburanas","RB - Rio de Janeiro Botanical Garden Herbarium Collection",2549197114,"RB",NA,"urn:catalog:JBRJ:RB:1425127","Physical Object","J.M. Santos; P.R.A. de Souza","RB01425127","JBRJ",NA,"Árvore cera de 5 metros de altura. Folhas serrilhadas alternas. Frutos imaturos verdes","J.M. Santos","Ziziphus joazeiro Mart.",NA,NA,NA,"RB 800350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nativa; Sanava Estépica; Planossolo Háplico Eutrófico; Caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"13",2634929301,"Ziziphus joazeiro Mart.",-9.324211,-40.549141,"gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-02T18:56:14.216+0000","2020-11-02T18:56:25.548+0000",235,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2019-10-08T00:00:00","SOUTH_AMERICA","Pernambuco",2019,10,8,"2019-10-08T00:00:00","2020-10-01T17:31:33.000+0000","2020-11-02T18:56:25.548+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.123_1","Petrolina","BRA.17.123.2_1","Petrolina","WGS84","Magnoliopsida","BR","none","none","Brazil","HVASF - Herbário Vale do São Francisco",NA,"BRA:UNIVASF:HVASF:23830","Petrolina","Universidade Federal do Vale do São Francisco, Campus Ciências Agrárias. Rodovia BR - 407, Km 12, Lote 543. Projeto de irrigação Nilo Coelho","HVASF - Herbário Vale do São Francisco",2634929301,"HVASF","pt","BRA:UNIVASF:HVASF:23830","Collection","M.G.E. Santos","23830","UNIVASF","Universidade Federal do Vale do São Francisco","Árvore perenifolia. Flores com coloração amarelo-esverdeado e frutos carnosos.","F.M.F.M. Silva","Ziziphus joazeiro Mart.",NA,390,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"14",2577340487,"Ziziphus joazeiro Mart.",-4.2475,-38.817489,"gass84","ca7f81ae-ebf9-43a8-947c-535a87fe5aec","4d653db1-17d5-4565-99a5-d88643e240ce","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:10:31.861+0000","2020-11-09T12:10:55.370+0000",241,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Ceará",2019,12,13,"2019-12-13T00:00:00","2020-11-03T01:30:11.000+0000","2020-11-09T12:10:55.370+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.152_1","Redenção","BRA.6.152.2_1","Guassi","WGS84","Magnoliopsida","BR","none","none","Brazil","EAC - Herbário Prisco Bezerra","s.n.","BRA:UFC:EAC:64241","Fortaleza","Parque Estadual do Cocó","EAC - Herbário Prisco Bezerra",2577340487,"EAC","pt","BRA:UFC:EAC:64241","Collection","Lopes, F.F.S.; Morais, S.M.","64241","Universidade Federal do Ceará","Universidade Federal do Ceará",NA,NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"15",2268762897,"Ziziphus joazeiro Mart.",-12.059444,-43.56,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2020-11-10T22:12:47.678+0000","2020-11-10T22:21:32.775+0000",321,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",2018,1,8,"2018-01-08T00:00:00",NA,"2020-11-10T22:21:32.775+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.269_1","Muquém de São Francisco","BRA.5.269.1_1","Muquém de São Francisco","WGS84","Magnoliopsida","BR","none","none","Brazil","Rio de Janeiro Botanical Garden","1105","urn:catalog:JBRJ:RB:1411521","Muquém de São Francisco","Conglomerado BA-645. Subunidade 4. Subparcela 7. Indivíduo 1. F6.","RB - Rio de Janeiro Botanical Garden Herbarium Collection",2268762897,"RB",NA,"urn:catalog:JBRJ:RB:1411521","Physical Object","T.M. Moraes","RB01411521","JBRJ",NA,NA,"N.R. Bijos","Ziziphus joazeiro Mart.",NA,NA,NA,"RB 787385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Relevo plano. Solo pedregoso. Campo aberto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"16",1853944023,"Ziziphus joazeiro Mart.",-6.413889,-35.101389,"gass84","965b5ae5-7b2d-4155-a7ff-e9e496d70f90","605d693a-f335-44fb-b6cf-3ac49842358e","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:36.834+0000","2020-11-09T12:12:40.687+0000",245,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Rio Grande do Norte",2018,2,7,"2018-02-07T00:00:00","2020-02-05T19:19:53.000+0000","2020-11-09T12:12:40.687+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.20_1","Rio Grande do Norte","BRA.20.14_1","Baía Formosa","BRA.20.14.1_1","Baía Formosa","WGS84","Magnoliopsida","BR","none","none","Brazil","HUTO - Herbário da Universidade de Tocantins","2218","BRA:UNITINS:HUTO:7225","Tibau do Sul","Parque Estadual Mata de Pipa. Caminho do Galhardo","HUTO - Herbário da Universidade de Tocantins",1853944023,"HUTO","pt","BRA:UNITINS:HUTO:7225","Collection","Roque, A.A.","7225","UNITINS","Universidade Estadual do Tocantins","Arvoreta com cerca de 3 m de altura. Folhas verde-claras. Flores brancas.; Mata Atlântica.",NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"17",1840924927,"Ziziphus joazeiro Mart.",-9.357166,-40.424222,"gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-02T18:56:14.216+0000","2020-11-02T18:56:25.876+0000",235,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2018-03-07T00:00:00","SOUTH_AMERICA","Bahia",2018,3,7,"2018-03-07T00:00:00","2020-10-01T17:31:33.000+0000","2020-11-02T18:56:25.876+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.219_1","Juazeiro","BRA.5.219.4_1","Juazeiro","WGS84","Magnoliopsida","BR","none","none","Brazil","HVASF - Herbário Vale do São Francisco","4015","BRA:UNIVASF:HVASF:23429","Juazeiro","Propriedade da Agrovale, margem do Rio São Francisco, próximo a bomba de irrigação do pivô 24, parcela experimental de restauração de áreas degradadas","HVASF - Herbário Vale do São Francisco",1840924927,"HVASF","pt","BRA:UNIVASF:HVASF:23429","Collection","J.A. Siqueira-Filho","23429","UNIVASF","Universidade Federal do Vale do São Francisco","Árvore, ca. de 5 m de alt. Fruto tipo drupa, imaturos","J.A. Siqueira Filho","Ziziphus joazeiro Mart.",NA,370,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"18",1913601294,"Ziziphus joazeiro Mart.",-11.55,-39.266667,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:18:27.201+0000","2020-11-09T12:18:35.977+0000",231,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2018-06-01T00:00:00",NA,"Bahia",2018,4,22,"2018-04-22T00:00:00","2020-08-05T13:19:13.000+0000","2020-11-09T12:18:35.977+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.103_1","Conceição do Coité","BRA.5.103.2_1","Conceição do Coité","WGS84","Magnoliopsida","BR","none","none","Brazil","HURB - Herbário do Recôncavo da Bahia","30469","BRA:UFRB:HURB:19605","Conceição do Coité","Nordeste; Caminho para Juazeirinho","HURB - Herbário do Recôncavo da Bahia",1913601294,"HURB","pt","BRA:UFRB:HURB:19605","Collection","Guedes, M.L.; Lopes, R.B. & Gama, H.C.","19605","UFRB","Universidade Federal do Recôncavo da Bahia","ALCB 132539.","M.L.Guedes","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"20",1890638538,"Ziziphus joazeiro Mart.",-12.199167,-38.969444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:49.154+0000","2020-11-09T12:27:27.197+0000",230,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",2018,5,3,"2018-05-03T00:00:00","2020-02-14T16:38:57.000+0000","2020-11-09T12:27:27.197+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.132_1","Feira de Santana","BRA.5.132.6_1","Mangabeira","WGS84","Magnoliopsida","BR","none","none","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","90","BRA:UEFS:HUEFS:242386","Feira de Santana","Campus da Universidade Estadual de Feira de Santana (UEFS).","HUEFS - Herbario da Universidade Estadual de Feira de Santana",1890638538,"HUEFS","pt","BRA:UEFS:HUEFS:242386","Collection","Silva, G.B.da","242386","UEFS","Universidade Estadual de Feira de Santana",NA,NA,"Ziziphus joazeiro Mart.",NA,210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"21",1993816062,"Ziziphus joazeiro Mart.",-7.843056,-35.36,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:12.883+0000","2020-11-09T12:15:03.680+0000",230,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Pernambuco",2018,5,9,"2018-05-09T00:00:00","2019-10-02T18:02:00.000+0000","2020-11-09T12:15:03.680+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.95_1","Lagoa do Carro","BRA.17.95.1_1","Lagoa do Carro","WGS84","Magnoliopsida","BR","none","none","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","6281","BRA:UFMG:BHCB:190990","Lagoa do Carro","Região de Campo Alegre","BHCB - Herbário da Universidade Federal de Minas Gerais",1993816062,"BHCB","pt","BRA:UFMG:BHCB:190990","Collection","Rezende, SG; Justo, AG","190990","Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","Arbóreo; Pasto sujo",NA,"Ziziphus joazeiro Mart.",NA,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"22",2350122891,"Ziziphus joazeiro Mart.",-7.2525,-35.611944,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:09:16.796+0000","2020-11-09T12:11:23.955+0000",238,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2019-05-07T00:00:00","SOUTH_AMERICA","Paraíba",2018,7,4,"2018-07-04T00:00:00","2019-07-26T14:41:07.000+0000","2020-11-09T12:11:23.955+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.15_1","Paraíba","BRA.15.88_1","Ingá","BRA.15.88.1_1","Ingá","WGS84","Magnoliopsida","BR","none","none","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","011","BRA:IPA:IPA:93052","Campina Grande","Sede do Instituto Nacional do Semiárido- INSA","IPA - Herbário - IPA Dárdano de Andrade Lima",2350122891,"IPA","pt","BRA:IPA:IPA:93052","Collection","Araujo, D.R.; Freitas, J.G.; Freitas, J.G.","93052","IPA","Empresa Pernambucana de Pesquisa Agropecuária","Árvore ca. 5m de altura; caule acinzentado; folhas levemente discolores.","Rita Pereira","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"23",2013909100,"Ziziphus joazeiro Mart.",-7.549167,-39.152222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2020-11-10T22:12:47.678+0000","2020-11-10T22:21:44.362+0000",321,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Ceará",2018,11,8,"2018-11-08T00:00:00",NA,"2020-11-10T22:21:44.362+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.144_1","Porteiras","BRA.6.144.1_1","Porteiras","WGS84","Magnoliopsida","BR","none","none","Brazil","Rio de Janeiro Botanical Garden","10404","urn:catalog:JBRJ:RB:1405425","Porteiras","Baixio do Vieira, rio com pequenos canions.","RB - Rio de Janeiro Botanical Garden Herbarium Collection",2013909100,"RB",NA,"urn:catalog:JBRJ:RB:1405425","Physical Object","A.P. Fontana; J.M. dos Santos","RB01405425","JBRJ",NA,NA,"A.P. Fontana","Ziziphus joazeiro Mart.",NA,NA,NA,"RB 781837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nativa; Savana estépica, alissolo crômico argilúvico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"24",2449424554,"Ziziphus joazeiro Mart.",-7.549167,-39.6525,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:49.154+0000","2020-11-09T12:27:31.642+0000",230,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Ceará",2018,11,8,"2018-11-08T00:00:00","2020-02-14T16:38:57.000+0000","2020-11-09T12:27:31.642+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.59_1","Exu","BRA.17.59.5_1","Ze Gomes","WGS84","Magnoliopsida","BR","none","none","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","10404","BRA:UEFS:HUEFS:237826","Porteiras","Baixio do Vieira. Rio com pequenos canions.","HUEFS - Herbario da Universidade Estadual de Feira de Santana",2449424554,"HUEFS","pt","BRA:UEFS:HUEFS:237826","Collection","Fontana, A.P.","237826","UEFS","Universidade Estadual de Feira de Santana","Savana Estépica, Alissolo Crômico Argilúvico",NA,"Ziziphus joazeiro Mart.",NA,600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
